D:\Ucheba\3 course\\PD\lab3\dataset\dataset_used_bay_horse.txt,dataset_used_bay_horse.txt,dataset
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0000.jpg,bay_horse_0000.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0001.jpg,bay_horse_0001.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0002.jpg,bay_horse_0002.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0003.jpg,bay_horse_0003.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0004.jpg,bay_horse_0004.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0005.jpg,bay_horse_0005.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0006.jpg,bay_horse_0006.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0007.jpg,bay_horse_0007.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0008.jpg,bay_horse_0008.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0009.jpg,bay_horse_0009.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0010.jpg,bay_horse_0010.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0011.jpg,bay_horse_0011.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0012.jpg,bay_horse_0012.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0013.jpg,bay_horse_0013.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0014.jpg,bay_horse_0014.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0015.jpg,bay_horse_0015.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0016.jpg,bay_horse_0016.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0017.jpg,bay_horse_0017.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0018.jpg,bay_horse_0018.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0019.jpg,bay_horse_0019.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0020.jpg,bay_horse_0020.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0021.jpg,bay_horse_0021.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0022.jpg,bay_horse_0022.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0023.jpg,bay_horse_0023.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0024.jpg,bay_horse_0024.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0025.jpg,bay_horse_0025.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0026.jpg,bay_horse_0026.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0027.jpg,bay_horse_0027.jpg,bay_horse
D:\Ucheba\3 course\\PD\lab3\dataset\bay_horse_0028.jpg,bay_horse_0028.jpg,bay_horse
